"nid","title","path","created","changed","field_tags","field_image","field_image:alt","field_image:title","body"
1,"US researchers find a large asteroid held together by forces other than gravity","article/us-researchers-find-large-asteroid-held-together-by-forces-other-than-gravity",08/16/14,08/16/14,"Space,Science","images/1950da_color_150.jpg",,,"<p>A team of researchers from the <a class=""extiw"" href=""http://en.wikipedia.org/wiki/University_of_Tennessee"" title=""w:University of Tennessee"">University of Tennessee</a>, <a class=""mw-redirect"" href=""http://en.wikinews.org/wiki/Knoxville"" title=""Knoxville"">Knoxville</a>, has confirmed that <a class=""extiw"" href=""http://en.wikipedia.org/wiki/near-Earth_asteroid"" title=""w:near-Earth asteroid"">near-Earth asteroid</a> <a class=""extiw"" href=""http://en.wikipedia.org/wiki/%2829075%29_1950_DA"" title=""w:(29075) 1950 DA"">(29075) 1950 DA</a> is primarily held together by <a class=""extiw"" href=""http://en.wikipedia.org/wiki/van_der_Waals_forces"" title=""w:van der Waals forces"">van der Waals forces</a> rather than gravity. They have shown that the <a class=""extiw"" href=""http://en.wikipedia.org/wiki/Rotation_period"" title=""w:Rotation period"">rotation rate</a> of the 1.1 km asteroid is higher than could be possible if only <a class=""extiw"" href=""http://en.wikipedia.org/wiki/gravity"" title=""w:gravity"">gravity</a> and <a class=""extiw"" href=""http://en.wikipedia.org/wiki/friction"" title=""w:friction"">friction</a> were responsible for holding it together. <a class=""extiw"" href=""http://en.wikipedia.org/wiki/Cohesive_forces"" title=""w:Cohesive forces"">Cohesive forces</a> prevent large scale <a class=""extiw"" href=""http://en.wikipedia.org/wiki/shedding"" title=""w:shedding"">shedding</a> of material and breakup of the asteroid. Their study was published Wednesday in <a class=""extiw"" href=""http://en.wikipedia.org/wiki/Nature_%28journal%29"" title=""w:Nature (journal)"">Nature</a>.</p> <p>The researchers found that the bulk <a class=""extiw"" href=""http://en.wikipedia.org/wiki/density"" title=""w:density"">density</a> 1.7±0.7 g/cm³ of the <a class=""extiw"" href=""http://en.wikipedia.org/wiki/asteroid"" title=""w:asteroid"">asteroid</a> is approximately two times lower than the value required for <a class=""extiw"" href=""http://en.wikipedia.org/wiki/Self-gravitation"" title=""w:Self-gravitation"">self-gravity</a> to balance out the <a class=""extiw"" href=""http://en.wikipedia.org/wiki/Centrifugal_force"" title=""w:Centrifugal force"">centrifugal forces</a> caused by rotation. As Ben Rozitis, a <a class=""extiw"" href=""http://en.wikipedia.org/wiki/planetary_scientist"" title=""w:planetary scientist"">planetary scientist</a> and a co-author of the study, told <a class=""extiw"" href=""http://en.wikipedia.org/wiki/Space.com"" title=""w:Space.com"">Space.com</a>: ""I was expecting to find a high-density metallic asteroid, as such an asteroid wouldn't require cohesive forces to hold itself together under its fast rotation. Instead we found the opposite! [...] We knew from previous work that this asteroid was rotating faster than it should be, and we wanted to know why"".</p> <p>Spectral observations of 1950DA indicated that it is either an <a class=""extiw"" href=""http://en.wikipedia.org/wiki/E-type_asteroid"" title=""w:E-type asteroid"">E-</a> or <a class=""extiw"" href=""http://en.wikipedia.org/wiki/M-type_asteroid"" title=""w:M-type asteroid"">M-type</a> asteroid in the <a class=""extiw"" href=""http://en.wikipedia.org/wiki/Tholen_classification"" title=""w:Tholen classification"">Tholen classification</a>. However, its low <a class=""extiw"" href=""http://en.wikipedia.org/wiki/optical_albedo"" title=""w:optical albedo"">optical albedo</a> and low <a class=""extiw"" href=""http://en.wikipedia.org/wiki/radar"" title=""w:radar"">radar</a> <a class=""extiw"" href=""http://en.wikipedia.org/wiki/circular_polarization"" title=""w:circular polarization"">circular polarization</a> ratio (a very smooth surface at centimetre to decimetre scales) showed that it cannot be an E-type asteroid.</p> <p>Unusually for an <a class=""extiw"" href=""http://en.wikipedia.org/wiki/M-type_asteroid"" title=""w:M-type asteroid"">M-type asteroid</a> (which are mostly <a class=""extiw"" href=""http://en.wikipedia.org/wiki/metallic"" title=""w:metallic"">metallic</a>), 1950DA has low <a class=""extiw"" href=""http://en.wikipedia.org/wiki/radar"" title=""w:radar"">radar</a> <a class=""extiw"" href=""http://en.wikipedia.org/wiki/albedo"" title=""w:albedo"">albedo</a>. It would have been puzzling, if it was not for the <a class=""extiw"" href=""http://en.wikipedia.org/wiki/Rosetta_%28spacecraft%29"" title=""w:Rosetta (spacecraft)"">Rosetta</a> observations of 21 Lutetia, which is also an <a class=""extiw"" href=""http://en.wikipedia.org/wiki/M-type_asteroid"" title=""w:M-type asteroid"">M-type asteroid</a> with very similar low <a class=""extiw"" href=""http://en.wikipedia.org/wiki/radar"" title=""w:radar"">radar</a> <a class=""extiw"" href=""http://en.wikipedia.org/wiki/albedo"" title=""w:albedo"">albedo</a>. Researchers have used for 1950DA the same meteorite analogue which was earlier found to fit best 21 Lutetia: <a class=""extiw"" href=""http://en.wikipedia.org/wiki/enstatite_chondrite"" title=""w:enstatite chondrite"">enstatite chondrite</a> with grain density of 3.55 g/cm³. It allowed to calculate macro-porosity of 51±19%, indicating that 1950DA is a rubble-pile asteroid.</p> <p>Taking into account <a class=""extiw"" href=""http://en.wikipedia.org/wiki/Thermography"" title=""w:Thermography"">thermal-infrared</a> measurements of <a class=""extiw"" href=""http://en.wikipedia.org/wiki/thermal_inertia"" title=""w:thermal inertia"">thermal inertia</a>, presence of a fine-grained <a class=""extiw"" href=""http://en.wikipedia.org/wiki/lunar_regolith"" title=""w:lunar regolith"">regolith</a> is implied, primarily around 1950DA's <a class=""extiw"" href=""http://en.wikipedia.org/wiki/equator"" title=""w:equator"">equator</a>. Negative <a class=""extiw"" href=""http://en.wikipedia.org/wiki/ambient_gravity"" title=""w:ambient gravity"">ambient gravity</a> near the equator of the asteroid (48±24% of its surface) requires existence of <a class=""extiw"" href=""http://en.wikipedia.org/wiki/cohesive_forces"" title=""w:cohesive forces"">cohesive forces</a> to prevent loss of material. This is similar to an effect noticed between the fine <a class=""extiw"" href=""http://en.wikipedia.org/wiki/Grain_size"" title=""w:Grain size"">grains</a> of <a class=""extiw"" href=""http://en.wikipedia.org/wiki/regolith"" title=""w:regolith"">regolith</a> on the <a class=""extiw"" href=""http://en.wikipedia.org/wiki/Moon"" title=""w:Moon"">Moon</a>. Lunar regolith was found to be highly cohesive because of van der Waals forces between grains by the <a class=""extiw"" href=""http://en.wikipedia.org/wiki/Apollo_17"" title=""w:Apollo 17"">Apollo 17</a> expedition in <a class=""extiw"" href=""http://en.wikipedia.org/wiki/1974"" title=""w:1974"">1974</a>.</p> <p>As Ben Rozitis explained: ""We found a low-density rubble pile that traditionally would be unable to hold itself together unless cohesive forces were present. It's exciting because we've provided the first evidence that cohesive forces are important for small asteroids, which had only been predicted up until now.""</p> <p>The balance between <a class=""extiw"" href=""http://en.wikipedia.org/wiki/Cohesion_%28geology%29"" title=""w:Cohesion (geology)"">cohesion</a> and <a class=""extiw"" href=""http://en.wikipedia.org/wiki/negative_gravity"" title=""w:negative gravity"">negative gravity</a> requires small grain sizes consistent with the grain size distribution on 1950DA, and similar to that of another rubble-pile asteroid, <a class=""extiw"" href=""http://en.wikipedia.org/wiki/%2825143%29_Itokawa"" title=""w:(25143) Itokawa"">(25143) Itokawa</a>. Unlike Itokawa, 1950DA does not have large <a class=""extiw"" href=""http://en.wikipedia.org/wiki/boulder"" title=""w:boulder"">boulder</a>s on the surface; they may have been lost as 1950DA's rotation accelerated due to <a class=""extiw"" href=""http://en.wikipedia.org/wiki/YORP_effect"" title=""w:YORP effect"">YORP effect</a>. This effect results in a change of the rotation rate of an asteroid (either faster or slower), and is caused when the <a class=""extiw"" href=""http://en.wikipedia.org/wiki/Sun"" title=""w:Sun"">Sun</a> heats up an object unevenly, due to asymmetric surface <a class=""extiw"" href=""http://en.wikipedia.org/wiki/topography"" title=""w:topography"">topography</a>. As the heat escapes, the rotation rate is slowly changed due to an uneven rate of cooling. The researchers find that a rubble-pile asteroid may have a high rotation rate, if it is held together by cohesive forces between the grains. But as the spin rate increases due to YORP effect, the centrifugal force may cause the rubble pile to eventually separate as it happened with <a class=""extiw"" href=""http://en.wikipedia.org/wiki/Main-belt_comet#P.2F2013_R3"" title=""w:Main-belt comet"">P/2013 R3</a>.</p> <p>The findings may have implications for <a class=""extiw"" href=""http://en.wikipedia.org/wiki/asteroid_impact_avoidance"" title=""w:asteroid impact avoidance"">asteroid impact avoidance</a>. A very small impulse may break one <a class=""extiw"" href=""http://en.wikipedia.org/wiki/potentially_hazardous_object"" title=""w:potentially hazardous object"">potentially hazardous object</a> into several pieces. As Ben Rozitis said: ""You'd want to avoid interacting with the asteroid directly. An alternative is to use a 'gravity tractor,' or a heavy spacecraft placed near the asteroid, which uses the force of gravity to pull the asteroid off course"". Bong Wie, an <a class=""extiw"" href=""http://en.wikipedia.org/wiki/aerospace_engineer"" title=""w:aerospace engineer"">aerospace engineer</a> at <a class=""extiw"" href=""http://en.wikipedia.org/wiki/Iowa_State_University"" title=""w:Iowa State University"">Iowa State University</a> in <a class=""extiw"" href=""http://en.wikipedia.org/wiki/Ames"" title=""w:Ames"">Ames</a>, noted: ""I just hope that an asteroid on a collision course with Earth will not be spinning rapidly and it will not be a rubble-pile asteroid"".</p> <p>According to Daniel Scheeres, an <a class=""extiw"" href=""http://en.wikipedia.org/wiki/aerospace_engineer"" title=""w:aerospace engineer"">aerospace engineer</a> at the <a class=""extiw"" href=""http://en.wikipedia.org/wiki/University_of_Colorado"" title=""w:University of Colorado"">University of Colorado</a>, <a class=""extiw"" href=""http://en.wikipedia.org/wiki/Boulder"" title=""w:Boulder"">Boulder</a>, understanding such cohesive forces may also be important for future <a class=""extiw"" href=""http://en.wikipedia.org/wiki/asteroid_mining"" title=""w:asteroid mining"">asteroid mining</a>. Ben Rozitis clarified: ""Mining missions intend to visit small asteroids about 10 meters (33 feet) or less in size, as it is thought that they are predominantly solid bodies. However, cohesive forces enable such small asteroids to be rubble piles instead. A small rubble-pile asteroid would be harder to interact with and collect, as it can easily deform or break up when subject to external forces.""</p> <p>The study was supported by <a class=""extiw"" href=""http://en.wikipedia.org/wiki/Jet_Propulsion_Laboratory"" title=""w:Jet Propulsion Laboratory"">Jet Propulsion Laboratory</a>, <a class=""extiw"" href=""http://en.wikipedia.org/wiki/California_Institute_of_Technology"" title=""w:California Institute of Technology"">California Institute of Technology</a> and the <a class=""mw-redirect"" href=""http://en.wikinews.org/wiki/NASA"" title=""NASA"">NASA</a>.</p><p><a href=""http://en.wikinews.org/wiki/US_researchers_find_a_large_asteroid_held_together_by_forces_other_than_gravity?dpl_id=1530921"">Original Source: Wikinews</a></p><p><a href=""http://creativecommons.org/licenses/by/2.5/"">Content license Creative Commons CC BY 2.5</a></p>"
2,"Scientists analyse effects of global warming, atmospheric ozone on crops","article/scientists-analyze-effects-of-global-warming",07/28/14,07/29/14,"Science,Environment","images/Rainforest_Fatu_Hiva.jpg",,,"<p>A research team from the <a class=""mw-redirect"" href=""http://en.wikinews.org/wiki/Massachusetts_Institute_of_Technology"" title=""Massachusetts Institute of Technology"">Massachusetts Institute of Technology</a> and <a class=""mw-redirect"" href=""http://en.wikinews.org/wiki/Colorado_State_University"" title=""Colorado State University"">Colorado State University</a> of the <a class=""mw-redirect"" href=""http://en.wikinews.org/wiki/United_States"" title=""United States"">US</a> and the <a class=""mw-redirect"" href=""http://en.wikinews.org/wiki/University_of_Sheffield"" title=""University of Sheffield"">University of Sheffield</a> of the <a class=""mw-redirect"" href=""http://en.wikinews.org/wiki/United_Kingdom"" title=""United Kingdom"">UK</a> has analysed effects of <a class=""mw-redirect"" href=""http://en.wikinews.org/wiki/Global_warming"" title=""Global warming"">global warming</a> and <a class=""extiw"" href=""http://en.wikipedia.org/wiki/Ozone#Ozone_air_pollution"" title=""w:Ozone"">ozone pollution</a> over 2000–2050 on the worldwide production of <a class=""extiw"" href=""http://en.wikipedia.org/wiki/wheat"" title=""w:wheat"">wheat</a>, <a class=""extiw"" href=""http://en.wikipedia.org/wiki/rice"" title=""w:rice"">rice</a>, <a class=""extiw"" href=""http://en.wikipedia.org/wiki/maize"" title=""w:maize"">maize</a> and <a class=""extiw"" href=""http://en.wikipedia.org/wiki/soybean"" title=""w:soybean"">soybean</a>. The study was published in journal <em><a class=""extiw"" href=""http://en.wikipedia.org/wiki/Nature_Climate_Change"" title=""w:Nature Climate Change"">Nature Climate Change</a></em> yesterday.</p> <p>The scientists found reduction of crop yields by 2050 exceeded 10% of 2000 levels, substantially decreasing <a class=""extiw"" href=""http://en.wikipedia.org/wiki/food_security"" title=""w:food security"">food security</a>, in all cases examined. Several scenarios were considered because of uncertainty of future levels of ozone pollution. They estimated by 2050, increasing <a class=""extiw"" href=""http://en.wikipedia.org/wiki/population_growth"" title=""w:population growth"">population</a> and changing <a class=""extiw"" href=""http://en.wikipedia.org/wiki/diet_%28nutrition%29"" title=""w:diet (nutrition)"">diet</a> would increase world food needs by 50 percent. As coauthor Colette Heald told <a class=""extiw"" href=""http://en.wikipedia.org/wiki/The_Huffington_Post"" title=""w:The Huffington Post"">The Huffington Post</a>, ""The climate projections are quite consistent [...] the future of ozone pollution is very different [...] leading to either offsetting or reinforcing effects [of climate change] on crops"". By 2050, <a class=""extiw"" href=""http://en.wikipedia.org/wiki/undernourishment"" title=""w:undernourishment"">undernourishment</a> would increase by either 49 percent or by 27 percent, depending on the scenario.</p> <p>The study focuses on ozone–temperature <a class=""extiw"" href=""http://en.wikipedia.org/wiki/covariation"" title=""w:covariation"">covariation</a>: <a class=""extiw"" href=""http://en.wikipedia.org/wiki/ground-level_ozone"" title=""w:ground-level ozone"">ground-level ozone</a> increases with temperatures. Heald said although temperature and ozone are separately known to impact crop yields, ""nobody has looked at these together"". Depending on region and crops, the yields may be primarily sensitive to ozone —in the case of wheat— or heat —in the case of maize— alone, providing a local estimation of relative benefits of <a class=""extiw"" href=""http://en.wikipedia.org/wiki/climate_change_adaptation"" title=""w:climate change adaptation"">climate change adaptation</a> versus <a class=""extiw"" href=""http://en.wikipedia.org/wiki/Ozone#Safety_regulations"" title=""w:Ozone"">ozone regulation</a>.</p> <p>The <a class=""extiw"" href=""http://en.wikipedia.org/wiki/U.S._Department_of_Agriculture"" title=""w:U.S. Department of Agriculture"">U.S. Department of Agriculture</a> notes, ""Ground-level ozone causes more damage to plants than all other air pollutants combined"", highlighting the importance of air quality for agriculture. Results of <a class=""extiw"" href=""http://en.wikipedia.org/wiki/National_Crop_Loss_Assessment_Network"" title=""w:National Crop Loss Assessment Network"">NCLAN</a> studies, published in a paper by AS Heagle in 1989, show <a class=""extiw"" href=""http://en.wikipedia.org/wiki/dicot"" title=""w:dicot"">dicot</a> species, such as soybean, <a class=""extiw"" href=""http://en.wikipedia.org/wiki/cotton"" title=""w:cotton"">cotton</a>, and <a class=""extiw"" href=""http://en.wikipedia.org/wiki/peanut"" title=""w:peanut"">peanut</a>, lose more yield from ozone than do <a class=""extiw"" href=""http://en.wikipedia.org/wiki/monocot"" title=""w:monocot"">monocot</a> species such as <a class=""extiw"" href=""http://en.wikipedia.org/wiki/sorghum"" title=""w:sorghum"">sorghum</a>, <a class=""extiw"" href=""http://en.wikipedia.org/wiki/field_corn"" title=""w:field corn"">field corn</a>, and <a class=""extiw"" href=""http://en.wikipedia.org/wiki/winter_wheat"" title=""w:winter wheat"">winter wheat</a>. The researchers found that ozone pollution caused 46 percent of previously heat-attributed damage to soybean crops.</p> <p>The model does not include the effect of rising <a class=""extiw"" href=""http://en.wikipedia.org/wiki/Carbon_dioxide_in_Earth%27s_atmosphere"" title=""w:Carbon dioxide in Earth's atmosphere"">carbon dioxide concentration</a>, which has complex and potentially offsetting impacts on global food supply. The <a class=""extiw"" href=""http://en.wikipedia.org/wiki/U.S._Environmental_Protection_Agency"" title=""w:U.S. Environmental Protection Agency"">U.S. Environmental Protection Agency</a> says some crops may have higher yields with increased levels of <a class=""extiw"" href=""http://en.wikipedia.org/wiki/carbon_dioxide"" title=""w:carbon dioxide"">carbon dioxide</a>. However, global warming also increases probability of extreme crops-damaging weather events such as <a class=""mw-redirect"" href=""http://en.wikinews.org/wiki/Flood"" title=""Flood"">floods</a>, <a class=""extiw"" href=""http://en.wikipedia.org/wiki/drought"" title=""w:drought"">droughts</a>, and extreme temperatures. <a class=""mw-redirect"" href=""http://en.wikinews.org/wiki/Climate_change"" title=""Climate change"">Climate change</a> affects distribution of weeds, pests, and <a class=""mw-redirect"" href=""http://en.wikinews.org/wiki/Disease"" title=""Disease"">diseases</a>. Heald noted the findings show <a class=""extiw"" href=""http://en.wikipedia.org/wiki/pollution"" title=""w:pollution"">pollution</a> reduction is also important. ""An air-quality cleanup would improve crop yields [...] Ozone is something that we understand the causes of, and the steps that need to be taken to improve air quality.""</p> <p>As Heald told <a class=""extiw"" href=""http://en.wikipedia.org/wiki/The_Huffington_Post"" title=""w:The Huffington Post"">The Huffington Post</a>, US surface ozone has dropped partly due to the <a class=""extiw"" href=""http://en.wikipedia.org/wiki/Clean_Air_Act_%28United_States%29"" title=""w:Clean Air Act (United States)"">Clean Air Act</a>. ""Despite an increase in vehicle miles driven and <a class=""mw-redirect"" href=""http://en.wikinews.org/wiki/Energy"" title=""Energy"">energy</a> consumption, surface ozone has declined by 25 percent on average across the U.S. from 1980 to 2012 [...] However, the future of ozone <a class=""extiw"" href=""http://en.wikipedia.org/wiki/air_quality"" title=""w:air quality"">air quality</a> in the U.S. and around the world will depend on local emissions, the use of pollution control technology, regulations, and air quality policy.""</p> <p>The study was supported by the <a class=""extiw"" href=""http://en.wikipedia.org/wiki/Croucher_Foundation"" title=""w:Croucher Foundation"">Croucher Foundation</a>, <a class=""mw-redirect"" href=""http://en.wikinews.org/wiki/US_National_Science_Foundation"" title=""US National Science Foundation"">US National Science Foundation</a>, and <a class=""extiw"" href=""http://en.wikipedia.org/wiki/US_National_Park_Service"" title=""w:US National Park Service"">US National Park Service</a>.</p><p><a href=""http://en.wikinews.org/wiki/Scientists_analyse_effects_of_global_warming,_atmospheric_ozone_on_crops?dpl_id=1498508"">Original Source: Wikinews</a></p>"
3,"Study shows shopping cart injuries rise after US safety standards set","article/study-shows-shopping-cart-industries-rise-after-standards-set",01/24/14,01/24/14,"Health,Medicine","images/1280px-Colourful_shopping_carts.jpg",,,"<p>Over two decades, on average every 22 minutes a child in the <a class=""mw-redirect"" href=""http://en.wikinews.org/wiki/United_States"" title=""United States"">United States</a> experiences an injury from a <a class=""extiw"" href=""http://en.wikipedia.org/wiki/shopping_cart"" title=""w:shopping cart"">shopping cart</a>-related accident that requires emergency room attention and this type of injury has increased significantly, according to a new study released this month by the journal <em><a class=""extiw"" href=""http://en.wikipedia.org/wiki/Clinical_Pediatrics"" title=""w:Clinical Pediatrics"">Clinical Pediatrics</a></em>.</p> <p>The number of shopping cart-related injuries to children increased over the course of the study period, which was between 1990 and 2011, and also increased since the United States first set safety standards in 2004. The study notes that an average of 66 children a day required <a class=""extiw"" href=""http://en.wikipedia.org/wiki/Emergency_department"" title=""w:Emergency department"">emergency care</a> as a result. According to the study, that is an estimated 24,000 children annually. The study looked at over a half a million cases over the two decades.</p> <p>Researchers also found that 70.4 percent of those injuries were from falls from the shopping carts. The study also documents the other ways children are commonly injured including collisions, cart tip overs, and trapped limbs. The most likely type of injury is a head injury and accounts for 78.1 percent of emergency care cases involving shopping carts.</p> <p>The study was carried out by Dr. Gary Smith, director of the Center for Injury Research and Policy at <a class=""extiw"" href=""http://en.wikipedia.org/wiki/Nationwide_Children%E2%80%99s_Hospital"" title=""w:Nationwide Children’s Hospital"">Nationwide Children’s Hospital</a>, and his colleagues. Smith said the current voluntary standards for shopping cart safety are not adequate. ""Not only have the overall number of child injuries associated with shopping carts not decreased since implementation of the safety standards, but the number of concussions and closed head injuries is actually increasing,"" he said. ""It is time we take action to protect our children by strengthening shopping cart safety standards with requirements that will more effectively prevent tip-overs and falls from shopping carts.""</p> <p>Shopping cart-related accidents happen to both young and old. Chris Strickland, 18, was working in a <a class=""extiw"" href=""http://en.wikipedia.org/wiki/Home_Depot"" title=""w:Home Depot"">Home Depot</a> in <a class=""extiw"" href=""http://en.wikipedia.org/wiki/Anchorage"" title=""w:Anchorage"">Anchorage</a>, <a class=""mw-redirect"" href=""http://en.wikinews.org/wiki/Alaska"" title=""Alaska"">Alaska</a> earlier this month when he saw a shopping cart falling over and in quick order stopped the cart with one hand and saved a baby with his other arm. And in <a class=""mw-redirect"" href=""http://en.wikinews.org/wiki/Shanghai"" title=""Shanghai"">Shanghai</a>, <a class=""mw-redirect"" href=""http://en.wikinews.org/wiki/China"" title=""China"">China</a>, a women died last year as a result of a runaway shopping cart.</p> <p>According to Nationwide Children's Hospital in <a class=""extiw"" href=""http://en.wikipedia.org/wiki/Columbus"" title=""w:Columbus"">Columbus</a>, <a class=""mw-redirect"" href=""http://en.wikinews.org/wiki/Ohio"" title=""Ohio"">Ohio</a>, parents can follow several guidelines in order to reduce the danger of shopping cart-related accidents:</p> <p>&nbsp;</p> <ul> <li>Whenever possible, choose alternatives to placing your child in a shopping cart.</li> <li>Always use the shopping cart safety straps. Be sure your child is snugly secured in the straps and that the child’s legs are placed through the leg openings. If parts of the cart restraint system are missing or are not working, choose another cart.</li> <li>Use a cart that has a child seat that is low to the ground, if one is available.</li> <li>Make sure your child remains seated.</li> <li>Stay with the cart and your child at all times.</li> <li>Avoid placing infant carriers on top of shopping carts. If your child is not old enough to sit upright by himself in the shopping cart seat, consider other options such as leaving your child at home with another adult while you are at the store, using in-store child care areas, using a front- or back-pack carrier, or using a stroller.<br /> <em>—Nationwide Children's Hospital</em></li> </ul><p><a href=""http://en.wikinews.org/wiki/Study_shows_shopping_cart_injuries_rise_after_US_safety_standards_set"">Original Source: Wikinews</a></p><p><a href=""http://creativecommons.org/licenses/by/2.5/"">Content license Creative Commons CC BY 2.5</a></p>"
4,"Spelling error appears on Medill School of Journalism diplomas","article/spelling-error-on-journalism-diplomas",06/23/14,06/23/14,"Education","images/Medill_logo.gif",,,"<p>On Saturday, <a class=""extiw"" href=""http://en.wikipedia.org/wiki/Northwestern_University"" title=""w:Northwestern University"">Northwestern University</a>'s <a class=""extiw"" href=""http://en.wikipedia.org/wiki/Medill_School_of_Journalism"" title=""w:Medill School of Journalism"">Medill School of Journalism</a> in <a class=""mw-redirect"" href=""http://en.wikinews.org/wiki/Chicago"" title=""Chicago"">Chicago</a> issued diplomas which misspelled the word <em>integrated</em> in ""Medill School of Journalism, Media, Integrated Marketing Communications"". Around 30 diplomas out of 250 distributed contained the spelling error, ""itegrated"".</p> <p>In an e-mail quoted by <em><a class=""extiw"" href=""http://en.wikipedia.org/wiki/Chicago_Tribune"" title=""w:Chicago Tribune"">Chicago Tribune</a></em>, department lecturer Desiree Hanford said, ""The diplomas are issued by the university, so we will work with the [university] registrar's office Monday to provide new diplomas to these students"".</p> <p><em><a class=""extiw"" href=""http://en.wikipedia.org/wiki/Inside_Higher_Ed"" title=""w:Inside Higher Ed"">Inside Higher Ed</a></em> said some alumni had objected to the program's name change several years ago, and found the current situation amusing given their opposition to including <em>integrated</em> in the program's name.</p> <p>The journalism program has a grading policy called the ""Medill F"", where assignments that contain an error such as having a spelling error result in the assignment being failed. Graduating student Kit Fox, according to the <a class=""extiw"" href=""http://en.wikipedia.org/wiki/Chicago_Tribune"" title=""w:Chicago Tribune"">Chicago Tribune</a>, said of the Medill F, ""When as a freshman you hear about it for the first time, it sounds extremely harsh. It sounds almost unfair...And then you look at the stakes of what journalism is, and you realize it's much more forgiving than what happens in the real world."" He also told <a class=""extiw"" href=""http://en.wikipedia.org/wiki/WFLD"" title=""w:WFLD"">FOX 32 News</a>, ""Maybe it was just one last edit test for us grads, or just some fantastic irony"".</p><p><a href=""http://en.wikinews.org/wiki/Spelling_error_appears_on_Medill_School_of_Journalism_diplomas"">Original Source: Wikinews</a></p>"
